410.0 3010.0 360.474
410.0 3510.0 438.694
410.0 4010.0 520.296
410.0 4510.0 611.166
410.0 5010.0 705.316
410.0 5510.0 803.538
410.0 6010.0 900.358
410.0 6510.0 1002.204
410.0 7010.0 1102.124
410.0 7510.0 1229.328
410.0 8010.0 1333.482
410.0 8510.0 1428.364
410.0 9010.0 1534.9
410.0 9510.0 1660.388
510.0 10.0 1.028
510.0 510.0 92.568
510.0 1010.0 112.142
510.0 1510.0 168.122
510.0 2010.0 233.366
510.0 2510.0 304.552
510.0 3010.0 383.46
510.0 3510.0 469.59
510.0 4010.0 556.248
510.0 4510.0 651.974
510.0 5010.0 749.816
510.0 5510.0 850.86
510.0 6010.0 956.734
510.0 6510.0 1064.746
510.0 7010.0 1195.27
510.0 7510.0 1275.754
510.0 8010.0 1429.192
510.0 10.0 2.086
510.0 510.0 91.374
510.0 1010.0 108.582
510.0 1510.0 163.258
510.0 2010.0 231.042
510.0 2510.0 298.092
510.0 3010.0 376.954
510.0 3510.0 464.352
510.0 4010.0 543.914
510.0 4510.0 638.138
510.0 5010.0 738.26
510.0 5510.0 821.09
510.0 6010.0 931.01
510.0 6510.0 1188.864
510.0 7010.0 1285.734
510.0 7510.0 1396.284
510.0 8010.0 1530.244
510.0 8510.0 1660.024
510.0 9010.0 1796.944
510.0 9510.0 1915.32
610.0 10.0 1.022
610.0 510.0 126.6
610.0 1010.0 124.154
610.0 1510.0 178.324
610.0 2010.0 250.572
610.0 2510.0 332.124
610.0 3010.0 420.65
610.0 3510.0 516.416
610.0 4010.0 619.096
610.0 4510.0 729.662
610.0 5010.0 840.624
610.0 5510.0 960.378
610.0 6010.0 1084.342
610.0 6510.0 1194.468
610.0 7010.0 1313.422
610.0 7510.0 1431.48
610.0 8010.0 1546.948
610.0 8510.0 1675.128
610.0 9010.0 1794.264
610.0 9510.0 1930.746
710.0 10.0 1.01
710.0 510.0 184.178
710.0 1010.0 147.532
710.0 1510.0 192.57
710.0 2010.0 264.672
710.0 2510.0 347.662
710.0 3010.0 438.084
710.0 3510.0 534.836
710.0 4010.0 641.302
710.0 4510.0 749.686
710.0 5010.0 874.474
710.0 5510.0 995.906
710.0 6010.0 1115.674
710.0 6510.0 1240.816
710.0 7010.0 1362.77
710.0 7510.0 1486.562
710.0 8010.0 1607.304
710.0 8510.0 1739.348
710.0 9010.0 1857.062
710.0 9510.0 1976.586
810.0 10.0 1.004
810.0 510.0 241.6
810.0 1010.0 180.13
810.0 1510.0 211.346
810.0 2010.0 279.938
810.0 2510.0 364.264
810.0 3010.0 456.41
810.0 3510.0 556.24
810.0 4010.0 660.956
810.0 4510.0 778.078
810.0 5010.0 899.282
810.0 5510.0 1037.318
810.0 6010.0 1163.42
810.0 6510.0 1295.758
810.0 7010.0 1421.542
810.0 7510.0 1546.3
810.0 8010.0 1683.816
810.0 8510.0 1807.124
810.0 9010.0 1934.818
810.0 9510.0 2074.442
910.0 10.0 1.002
910.0 510.0 278.066
910.0 1010.0 229.95
910.0 1510.0 246.976
910.0 2010.0 306.314
910.0 2510.0 388.978
910.0 3010.0 487.034
910.0 3510.0 587.192
910.0 4010.0 694.978
910.0 4510.0 714.25
910.0 5010.0 810.188
910.0 5510.0 923.918
910.0 6010.0 1041.17
910.0 6510.0 1145.836
910.0 7010.0 1267.83
910.0 7510.0 1391.102
910.0 8010.0 1583.538
910.0 8510.0 1668.278
910.0 9010.0 1745.602
910.0 9510.0 1875.378
1000.0 10.0 0.884
1000.0 510.0 317.08
1000.0 1010.0 269.566
1000.0 1510.0 274.424
1000.0 2010.0 323.136
1000.0 2510.0 403.436
1000.0 3010.0 501.928
1000.0 3510.0 608.684
1000.0 4010.0 725.65
1000.0 4510.0 844.292
1000.0 5010.0 974.946
1000.0 5510.0 1116.276
1000.0 6010.0 1258.074
1000.0 6510.0 1395.652
1000.0 7010.0 1549.168
1000.0 7510.0 1695.78
1000.0 8010.0 1843.76
1000.0 8510.0 1968.572
1000.0 9010.0 2140.108
1000.0 9510.0 2384.988
1000.0 10.0 2.094
1000.0 510.0 300.302
1000.0 1010.0 278.41
1000.0 1510.0 284.116
1000.0 2010.0 326.824
1000.0 2510.0 407.896
1000.0 3010.0 504.596
1000.0 3510.0 605.04
1000.0 4010.0 711.752
1000.0 4510.0 829.922
1000.0 5010.0 974.346
1000.0 5510.0 1082.202
1000.0 6010.0 1219.016
1000.0 6510.0 1454.478
1000.0 7010.0 1601.528
1000.0 7510.0 1751.896
1000.0 8010.0 1893.848
1000.0 8510.0 2048.204
1000.0 9010.0 2338.13
1000.0 9510.0 2576.722
1000.0 10010.0 2858.784
